Date,Transaction Description,Debit,Credit,Balance,Category 1,Category 2,Category 3,DR/CR
2028-02-13,The Iconic ,459,0,4801,Expense,Personal,Clothing & Accessories,DR
2028-02-19,SEQTA ,407,0,4394,Expense,Personal,Education,DR
2028-02-19,TerryWhite Chemmart ,7,0,4387,Expense,Personal,Health & Medical,DR
2028-02-20,Endota Spa ,211,0,4176,Expense,Personal,Fitness & Wellbeing,DR
2028-02-20,EB Games ,342,0,3834,Expense,Leisure & Lifestyle,"Apps, Games & Software",DR
2028-02-21,City Beach ,55,0,3779,Expense,Personal,Clothing & Accessories,DR
2028-02-21,Gold's Gym ,210,0,3569,Expense,Personal,Fitness & Wellbeing,DR
2028-02-24,Eat Street Northshore ,211,0,3358,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-02-24,Green Slip Insurance ,325,0,3033,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-02-24,Service NSW ,123,0,2910,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-02-25,Myer ,65,0,2845,Expense,Personal,Clothing & Accessories,DR
2028-02-26,Harris Farm Markets ,85,0,2760,Expense,Household,Groceries,DR
2028-02-26,Flight Centre ,127,0,2633,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-02-27,Acupuncture Clinic ,175,0,2458,Expense,Personal,Health & Medical,DR
2028-02-27,Payday Advance ,131,0,2327,Income,Income,Other Income,DR
2028-02-28,BWS ,173,0,2154,Expense,Leisure & Lifestyle,Alcohol,DR
2028-02-28,South East Water ,25,0,2129,Expense,Household,Utilities,DR
2028-02-28,Aqua Fun Park ,88,0,2041,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-03-01,Monthly Income,0,6542,8583,Income,Income,Wages,CR
2028-03-03,Payday Advance ,36,0,8547,Income,Income,Other Income,DR
2028-03-04,Ballet Schools ,40,0,8507,Expense,Personal,Fitness & Wellbeing,DR
2028-03-04, Fantastic Furniture ,342,0,8165,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-03-05,Stand Up Paddleboard Rental ,218,0,7947,Expense,Personal,Fitness & Wellbeing,DR
2028-03-05,BWS ,279,0,7668,Expense,Leisure & Lifestyle,Alcohol,DR
2028-03-05,Camp Australia ,402,0,7266,Expense,Leisure & Lifestyle,Hobbies,DR
2028-03-06, Rentokil ,563,0,6703,Expense,Household,Maintenance & Improvements,DR
2028-03-06,Specsavers ,434,0,6269,Expense,Personal,Health & Medical,DR
2028-03-06,South East Water ,467,0,5802,Expense,Household,Utilities,DR
2028-03-06,Lorna Jane ,9,0,5793,Expense,Personal,Clothing & Accessories,DR
2028-03-07,Menulog ,406,0,5387,Expense,Leisure & Lifestyle,Takeaway,DR
2028-03-07,Crown Perth ,32,0,5355,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-03-08,Netflix ,390,0,4965,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-03-09,Crown Perth ,34,0,4931,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-03-09,Local Hospital ,67,0,4864,Expense,Personal,Health & Medical,DR
2028-03-09,BrewDog ,213,0,4651,Expense,Leisure & Lifestyle,Alcohol,DR
2028-03-09,Bridgestone Select ,141,0,4510,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-03-12,Eau De Vie ,119,0,4391,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-03-12,Green Slip Insurance ,180,0,4211,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-03-13,Big W ,260,0,3951,Expense,Personal,Children & Family,DR
2028-03-14,Barbeques Galore ,85,0,3866,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-03-15,Mathnasium ,305,0,3561,Expense,Personal,Education,DR
2028-03-15,Liquorland ,91,0,3470,Expense,Leisure & Lifestyle,Alcohol,DR
2028-03-16,Chiropractor ,167,0,3303,Expense,Personal,Health & Medical,DR
2028-03-17, Rentokil ,112,0,3191,Expense,Household,Maintenance & Improvements,DR
2028-03-17,Culture Kings ,10,0,3181,Expense,Personal,Clothing & Accessories,DR
2028-03-17,Upwork Freelancer Payment ,153,0,3028,Income,Income,Other Income,DR
2028-03-18,Who Gives A Crap ,222,0,2806,Expense,Household,Groceries,DR
2028-03-18,Ice Cream Parlour ,147,0,2659,Expense,Leisure & Lifestyle,Takeaway,DR
2028-03-19,Zone Bowling ,160,0,2499,Expense,Leisure & Lifestyle,Entertainment,DR
2028-03-20,AustralianSuper Pension ,37,0,2462,Income,Income,Other Income,DR
2028-03-20,Tennis Australia ,9,0,2453,Expense,Personal,Fitness & Wellbeing,DR
2028-03-21,Timezone ,128,0,2325,Expense,Leisure & Lifestyle,Entertainment,DR
2028-03-21,T2 Tea ,89,0,2236,Expense,Personal,Fitness & Wellbeing,DR
2028-03-21, Rentokil ,210,0,2026,Expense,Household,Maintenance & Improvements,DR
2028-03-22,Beachside Caravan Park ,193,0,1833,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-03-22,AustralianSuper Pension ,11,0,1822,Income,Income,Other Income,DR
2028-03-22,Eau De Vie ,121,0,1701,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-03-23,SEQTA ,122,0,1579,Expense,Personal,Education,DR
2028-03-23,Coles ,119,0,1460,Expense,Household,Groceries,DR
2028-03-23,YMCA ,29,0,1431,Expense,Personal,Fitness & Wellbeing,DR
2028-03-23,Australian Veterinary Association ,144,0,1287,Expense,Household,Pets,DR
2028-03-24,Big W ,74,0,1213,Expense,Personal,Children & Family,DR
2028-03-24,The Good Guys ,23,0,1190,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-03-25,Sunburn Swimwear ,120,0,1070,Expense,Personal,Clothing & Accessories,DR
2028-03-25,BWS ,36,0,1034,Expense,Leisure & Lifestyle,Alcohol,DR
2028-03-25,eBay Sales Proceeds ,42,0,992,Income,Income,Other Income,DR
2028-03-26,Quay Restaurant ,31,0,961,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-03-26,Kmart ,83,0,878,Expense,Personal,Children & Family,DR
2028-03-26,Domino’s Pizza ,37,0,841,Expense,Leisure & Lifestyle,Takeaway,DR
2028-03-27,Hungry Jack’s ,35,0,806,Expense,Leisure & Lifestyle,Takeaway,DR
2028-03-28,The Brisbane Hotel ,20,0,786,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-03-28,Ladbrokes ,19,0,767,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2028-03-28,BrewDog ,22,0,745,Expense,Leisure & Lifestyle,Alcohol,DR
2028-03-28,Goodstart Early Learning ,44,0,701,Expense,Personal,Children & Family,DR
2028-04-01,Monthly Income,0,6542,7243,Income,Income,Wages,CR
2028-04-04,Taronga Zoo ,287,0,6956,Expense,Leisure & Lifestyle,Entertainment,DR
2028-04-07,Soccer Clubs ,631,0,6325,Expense,Personal,Fitness & Wellbeing,DR
2028-04-07,JB HiFi,444,0,5881,Expense,Leisure & Lifestyle,Electronics,DR
2028-04-08, Slater and Gordon Lawyers ,534,0,5347,Expense,Personal,Life Admin,DR
2028-04-08,Adobe Creative Cloud ,392,0,4955,Expense,Leisure & Lifestyle,Hobbies,DR
2028-04-14,Origin Energy ,305,0,4650,Expense,Household,Utilities,DR
2028-04-14,Soccer Clubs ,427,0,4223,Expense,Personal,Fitness & Wellbeing,DR
2028-04-15,Ultra Tune ,265,0,3958,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-04-16,eBay Sales Proceeds ,314,0,3644,Income,Income,Other Income,DR
2028-04-17,Childcare Payments ,299,0,3345,Expense,Personal,Children & Family,DR
2028-04-19,Kmart Tyre & Auto Service ,116,0,3229,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-04-20,Repco ,92,0,3137,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-04-23,Cookie ,282,0,2855,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-04-24,Priceline Pharmacy ,232,0,2623,Expense,Personal,Health & Medical,DR
2028-04-26,Jetts Fitness ,116,0,2507,Expense,Personal,Fitness & Wellbeing,DR
2028-04-26,Big W ,227,0,2280,Expense,Personal,Children & Family,DR
2028-04-27,KU Children's Services ,43,0,2237,Expense,Personal,Children & Family,DR
2028-04-28,EnergyAustralia ,210,0,2027,Expense,Household,Utilities,DR
2028-04-28,Stan ,95,0,1932,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-04-28,Palace Cinemas ,165,0,1767,Expense,Leisure & Lifestyle,Entertainment,DR
2028-05-01,Monthly Income,0,6542,8309,Income,Income,Wages,CR
2028-05-02,Foxtel ,458,0,7851,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-05-03,Optus ,493,0,7358,Expense,Personal,Mobile Phone,DR
2028-05-03,IKEA ,89,0,7269,Expense,Household,Maintenance & Improvements,DR
2028-05-03,Billabong ,317,0,6952,Expense,Personal,Clothing & Accessories,DR
2028-05-03,Specsavers ,152,0,6800,Expense,Personal,Health & Medical,DR
2028-05-04,Bridgestone Select ,652,0,6148,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-05-05,Dan Murphy’s ,372,0,5776,Expense,Leisure & Lifestyle,Alcohol,DR
2028-05-05,The Brisbane Hotel ,452,0,5324,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-05-07,Uber ,518,0,4806,Expense,Transport,Taxies & Share Cars,DR
2028-05-07,CommSec Share Trading Gains ,366,0,4440,Income,Income,Investments,DR
2028-05-08,The Coffee Club ,60,0,4380,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2028-05-08,Green Slip Insurance ,239,0,4141,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-05-09,Harvey Norman ,370,0,3771,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-05-10,Costco ,100,0,3671,Expense,Household,Groceries,DR
2028-05-10, EnergyAustralia ,368,0,3303,Expense,Household,Utilities,DR
2028-05-10,Caltex Woolworths ,250,0,3053,Expense,Transport,Fuel,DR
2028-05-11,Adairs ,70,0,2983,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-05-13,Caltex ,36,0,2947,Expense,Transport,Fuel,DR
2028-05-13,Eau De Vie ,137,0,2810,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-05-14,Coles Express ,156,0,2654,Expense,Transport,Fuel,DR
2028-05-15,YMCA ,227,0,2427,Expense,Personal,Fitness & Wellbeing,DR
2028-05-16,The Rocks Bar and Pub ,166,0,2261,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-05-16,Childcare Payments ,146,0,2115,Expense,Personal,Children & Family,DR
2028-05-17,Centrelink JobSeeker Payment ,122,0,1993,Income,Income,Other Income,DR
2028-05-17,Harris Farm Markets ,129,0,1864,Expense,Household,Groceries,DR
2028-05-17,G8 Education ,167,0,1697,Expense,Personal,Children & Family,DR
2028-05-18,Dymocks ,147,0,1550,Expense,Leisure & Lifestyle,Hobbies,DR
2028-05-18,Bulk Billing Doctor ,44,0,1506,Expense,Personal,Health & Medical,DR
2028-05-18,Caltex ,40,0,1466,Expense,Transport,Fuel,DR
2028-05-19,Hobart Brewing Company ,75,0,1391,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-05-19,Domino’s Pizza ,46,0,1345,Expense,Leisure & Lifestyle,Takeaway,DR
2028-05-19,Local Fish and Chips ,95,0,1250,Expense,Leisure & Lifestyle,Takeaway,DR
2028-05-20,NRMA Roadside Assistance ,76,0,1174,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-05-22,Amazon Prime ,6,0,1168,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-05-22, Jim's Mowing ,47,0,1121,Expense,Household,Maintenance & Improvements,DR
2028-05-22,Budget Direct Car Insurance ,88,0,1033,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-05-23,Origin Energy ,82,0,951,Expense,Household,Utilities,DR
2028-05-24,Kayo Sports ,28,0,923,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-05-24, NRMA Insurance ,18,0,905,Expense,Household,Rates & Insurance,DR
2028-05-25,Specsavers ,50,0,855,Expense,Personal,Health & Medical,DR
2028-05-25, Fantastic Furniture ,55,0,800,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-05-27,Adairs ,26,0,774,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-05-27,Optometrist ,14,0,760,Expense,Personal,Health & Medical,DR
2028-05-28,Autobarn ,72,0,688,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-05-28,AGL Energy ,46,0,642,Expense,Household,Utilities,DR
2028-06-01,Monthly Income,0,6542,7184,Income,Income,Wages,CR
2028-06-02,School Locker ,386,0,6798,Expense,Personal,Children & Family,DR
2028-06-03,Gold's Gym ,39,0,6759,Expense,Personal,Fitness & Wellbeing,DR
2028-06-03,Beachside Yoga Classes ,407,0,6352,Expense,Personal,Fitness & Wellbeing,DR
2028-06-04,Target ,51,0,6301,Expense,Personal,Clothing & Accessories,DR
2028-06-04, Commonwealth Bank ,209,0,6092,Expense,Household,Rent & Mortgage,DR
2028-06-05,Beachside Caravan Park ,13,0,6079,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-06-05,Optus ,317,0,5762,Expense,Personal,Mobile Phone,DR
2028-06-05,Sea Kayak Tours ,346,0,5416,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-06-06,Interest Payment from Commonwealth Bank ,528,0,4888,Income,Income,Investments,DR
2028-06-06, Commonwealth Bank ,223,0,4665,Expense,Household,Rent & Mortgage,DR
2028-06-06,Amazon Prime ,286,0,4379,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-06-08,Bridgestone Select ,287,0,4092,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-06-09,Ladbrokes ,188,0,3904,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2028-06-09,F45 Training ,278,0,3626,Expense,Personal,Fitness & Wellbeing,DR
2028-06-09,Foxtel ,287,0,3339,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-06-10,Decathlon ,159,0,3180,Expense,Personal,Fitness & Wellbeing,DR
2028-06-10,Harvey Norman ,213,0,2967,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-06-10,Adairs ,150,0,2817,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-06-10,Upwork Freelancer Payment ,166,0,2651,Income,Income,Other Income,DR
2028-06-11,Optus ,172,0,2479,Expense,Personal,Mobile Phone,DR
2028-06-11,Tennis Australia ,114,0,2365,Expense,Personal,Fitness & Wellbeing,DR
2028-06-11,Beachside Caravan Park ,139,0,2226,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-06-13,Kumon ,71,0,2155,Expense,Personal,Education,DR
2028-06-14, NRMA Insurance ,127,0,2028,Expense,Household,Rates & Insurance,DR
2028-06-14,Woolworths ,19,0,2009,Expense,Household,Groceries,DR
2028-06-14,Beacon Lighting ,131,0,1878,Expense,Household,Maintenance & Improvements,DR
2028-06-14,Ballet Schools ,101,0,1777,Expense,Personal,Fitness & Wellbeing,DR
2028-06-15,Beachside Yoga Classes ,87,0,1690,Expense,Personal,Fitness & Wellbeing,DR
2028-06-15,Sunnybank Hotel ,54,0,1636,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-06-15,Disney+ ,161,0,1475,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-06-17,Kumon ,46,0,1429,Expense,Personal,Education,DR
2028-06-17,MyCar Tyre & Auto ,40,0,1389,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-06-18,Quay Restaurant ,88,0,1301,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-06-19,The Coffee Club ,83,0,1218,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2028-06-20,Gold's Gym ,86,0,1132,Expense,Personal,Fitness & Wellbeing,DR
2028-06-22,The Body Shop ,17,0,1115,Expense,Personal,Hair & Beauty,DR
2028-06-22, Fantastic Furniture ,80,0,1035,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-06-22,Beachside Yoga Classes ,22,0,1013,Expense,Personal,Fitness & Wellbeing,DR
2028-06-24,Payday Advance ,58,0,955,Income,Income,Other Income,DR
2028-06-24,Camp Australia ,66,0,889,Expense,Leisure & Lifestyle,Hobbies,DR
2028-06-24,IKEA ,82,0,807,Expense,Household,Maintenance & Improvements,DR
2028-06-25,Ladbrokes ,75,0,732,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2028-06-25,AustralianSuper Pension ,63,0,669,Income,Income,Other Income,DR
2028-06-25,Big W ,17,0,652,Expense,Personal,Children & Family,DR
2028-06-25,Autobarn ,43,0,609,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-06-27,Rooftop Bar ,21,0,588,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-06-27,Amazon Prime ,7,0,581,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-06-27,Guardian Childcare & Education ,24,0,557,Expense,Personal,Children & Family,DR
2028-06-27,Sunburn Swimwear ,33,0,524,Expense,Personal,Clothing & Accessories,DR
2028-06-27,Microsoft 365 ,25,0,499,Expense,Personal,Education,DR
2028-06-28,Tennis Australia ,22,0,477,Expense,Personal,Fitness & Wellbeing,DR
2028-07-01,Monthly Income,0,6542,7019,Income,Income,Wages,CR
2028-07-02,Scouts Australia ,448,0,6571,Expense,Leisure & Lifestyle,Hobbies,DR
2028-07-03,Disney+ ,186,0,6385,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-07-03,OfficeMax ,142,0,6243,Expense,Personal,Life Admin,DR
2028-07-03,CommSec Share Trading Gains ,599,0,5644,Income,Income,Investments,DR
2028-07-04,Village Cinemas ,98,0,5546,Expense,Leisure & Lifestyle,Entertainment,DR
2028-07-05,Health Food Store ,396,0,5150,Expense,Personal,Fitness & Wellbeing,DR
2028-07-09,Cookie ,420,0,4730,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-07-09,Sea Kayak Tours ,135,0,4595,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-07-09,The Baxter Inn ,76,0,4519,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-07-09,Binge ,129,0,4390,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-07-09,Audible ,272,0,4118,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-07-09, Jim’s Building Inspections ,142,0,3976,Expense,Household,Maintenance & Improvements,DR
2028-07-11,Hungry Jack’s ,283,0,3693,Expense,Leisure & Lifestyle,Takeaway,DR
2028-07-11,Surfstitch ,171,0,3522,Expense,Personal,Clothing & Accessories,DR
2028-07-11,Platypus Shoes ,242,0,3280,Expense,Personal,Clothing & Accessories,DR
2028-07-12, EnergyAustralia ,151,0,3129,Expense,Household,Utilities,DR
2028-07-14,Grill'd ,59,0,3070,Expense,Leisure & Lifestyle,Takeaway,DR
2028-07-15,Beachside Yoga Classes ,27,0,3043,Expense,Personal,Fitness & Wellbeing,DR
2028-07-15,Aqua Fun Park ,176,0,2867,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-07-16,Green Slip Insurance ,87,0,2780,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-07-17,Kayo Sports ,92,0,2688,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-07-17,Pathology Lab ,18,0,2670,Expense,Personal,Health & Medical,DR
2028-07-20,Sylvan Learning ,221,0,2449,Expense,Personal,Education,DR
2028-07-21,Taronga Zoo ,87,0,2362,Expense,Leisure & Lifestyle,Entertainment,DR
2028-07-21, Fantastic Furniture ,103,0,2259,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-07-21,Goodstart Early Learning ,191,0,2068,Expense,Personal,Children & Family,DR
2028-07-24,Kmart ,122,0,1946,Expense,Personal,Children & Family,DR
2028-07-25,Zone Bowling ,45,0,1901,Expense,Leisure & Lifestyle,Entertainment,DR
2028-07-28,Karate for Kids ,91,0,1810,Expense,Personal,Fitness & Wellbeing,DR
2028-07-28,Centrelink JobSeeker Payment ,59,0,1751,Income,Income,Other Income,DR
2028-07-28,McDonald’s ,7,0,1744,Expense,Leisure & Lifestyle,Takeaway,DR
2028-08-01,Monthly Income,0,6542,8286,Income,Income,Wages,CR
2028-08-02,BWS ,282,0,8004,Expense,Leisure & Lifestyle,Alcohol,DR
2028-08-03,SEQTA ,279,0,7725,Expense,Personal,Education,DR
2028-08-03,Kayo Sports ,414,0,7311,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-08-04,Liquorland ,106,0,7205,Expense,Leisure & Lifestyle,Alcohol,DR
2028-08-05,South East Water ,36,0,7169,Expense,Household,Utilities,DR
2028-08-05,Woolworths ,414,0,6755,Expense,Household,Groceries,DR
2028-08-06,Sunburn Swimwear ,484,0,6271,Expense,Personal,Clothing & Accessories,DR
2028-08-06,Service NSW ,154,0,6117,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-08-07,Queensland Urban Utilities ,419,0,5698,Expense,Household,Utilities,DR
2028-08-07,Adobe Creative Cloud ,331,0,5367,Expense,Leisure & Lifestyle,Hobbies,DR
2028-08-08,Sea Kayak Tours ,467,0,4900,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-08-10,Rooftop Bar ,414,0,4486,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-08-11,Café Nero ,316,0,4170,Expense,Leisure & Lifestyle,Restaurants & Cafes,DR
2028-08-12, NSW Land Registry Services ,409,0,3761,Expense,Personal,Life Admin,DR
2028-08-15,Local Hospital ,306,0,3455,Expense,Personal,Health & Medical,DR
2028-08-16,JAX Tyres ,273,0,3182,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-08-17,Chemist Warehouse ,59,0,3123,Expense,Personal,Health & Medical,DR
2028-08-19,Who Gives A Crap ,202,0,2921,Expense,Household,Groceries,DR
2028-08-24,Harris Farm Markets ,102,0,2819,Expense,Household,Groceries,DR
2028-08-24,Stand Up Paddleboard Rental ,162,0,2657,Expense,Personal,Fitness & Wellbeing,DR
2028-08-24, Rentokil ,159,0,2498,Expense,Household,Maintenance & Improvements,DR
2028-08-24,Gardening Australia ,13,0,2485,Expense,Household,Maintenance & Improvements,DR
2028-08-25,Swim Australia ,121,0,2364,Expense,Personal,Fitness & Wellbeing,DR
2028-08-26, National Bank ,70,0,2294,Expense,Personal,Fees & Charges,DR
2028-08-26,Rip Curl ,83,0,2211,Expense,Personal,Clothing & Accessories,DR
2028-09-01,Monthly Income,0,6542,8753,Income,Income,Wages,CR
2028-09-03,Campion Education ,128,0,8625,Expense,Personal,Children & Family,DR
2028-09-03, Rentokil ,572,0,8053,Expense,Household,Maintenance & Improvements,DR
2028-09-04,Guzman y Gomez ,351,0,7702,Expense,Leisure & Lifestyle,Takeaway,DR
2028-09-04,Uber ,98,0,7604,Expense,Transport,Taxies & Share Cars,DR
2028-09-04,Eau De Vie ,28,0,7576,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-09-05,Caltex ,82,0,7494,Expense,Transport,Fuel,DR
2028-09-08, Fantastic Furniture ,158,0,7336,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-09-08,BWS ,123,0,7213,Expense,Leisure & Lifestyle,Alcohol,DR
2028-09-09,Queensland Urban Utilities ,168,0,7045,Expense,Household,Utilities,DR
2028-09-10,Sea Kayak Tours ,302,0,6743,Expense,Leisure & Lifestyle,Holidays & Travel,DR
2028-09-10,Ballet Schools ,133,0,6610,Expense,Personal,Fitness & Wellbeing,DR
2028-09-10,Service NSW ,27,0,6583,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-09-11,VetLove ,416,0,6167,Expense,Household,Pets,DR
2028-09-11,Payday Advance ,72,0,6095,Income,Income,Other Income,DR
2028-09-12,The Ivy ,10,0,6085,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-09-12,Kmart ,106,0,5979,Expense,Personal,Children & Family,DR
2028-09-12,Culture Kings ,148,0,5831,Expense,Personal,Clothing & Accessories,DR
2028-09-12,The Ivy ,527,0,5304,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-09-13,Chinatown Night Market ,16,0,5288,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-09-15,Australian Veterinary Association ,166,0,5122,Expense,Household,Pets,DR
2028-09-15,Sylvan Learning ,496,0,4626,Expense,Personal,Education,DR
2028-09-15,Adairs ,125,0,4501,Expense,Household,"Furniture, Electronics & Homewares",DR
2028-09-16,Culture Kings ,287,0,4214,Expense,Personal,Clothing & Accessories,DR
2028-09-16,Target ,250,0,3964,Expense,Personal,Clothing & Accessories,DR
2028-09-16,Stand Up Paddleboard Rental ,197,0,3767,Expense,Personal,Fitness & Wellbeing,DR
2028-09-17,McDonald’s ,122,0,3645,Expense,Leisure & Lifestyle,Takeaway,DR
2028-09-19,Spotify ,357,0,3288,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-09-20,Sylvan Learning ,125,0,3163,Expense,Personal,Education,DR
2028-09-20,Dan Murphy’s ,172,0,2991,Expense,Leisure & Lifestyle,Alcohol,DR
2028-09-21,Ladbrokes ,35,0,2956,Expense,Leisure & Lifestyle,Lottery & Gambling,DR
2028-09-21,National Hearing Care ,35,0,2921,Expense,Personal,Health & Medical,DR
2028-09-21,Bunnings Warehouse ,139,0,2782,Expense,Household,Maintenance & Improvements,DR
2028-09-21,Surfstitch ,138,0,2644,Expense,Personal,Clothing & Accessories,DR
2028-09-22, Slater and Gordon Lawyers ,25,0,2619,Expense,Personal,Life Admin,DR
2028-09-22,The Espy ,216,0,2403,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-09-23,Pizza Hut ,194,0,2209,Expense,Leisure & Lifestyle,Takeaway,DR
2028-09-23,Rip Curl ,14,0,2195,Expense,Personal,Clothing & Accessories,DR
2028-09-24,Decathlon ,39,0,2156,Expense,Personal,Fitness & Wellbeing,DR
2028-09-24,Kayo Sports ,38,0,2118,Expense,Leisure & Lifestyle,"Tv, Music & Streaming",DR
2028-09-25,McDonald’s ,212,0,1906,Expense,Leisure & Lifestyle,Takeaway,DR
2028-09-25,Uber ,118,0,1788,Expense,Transport,Taxies & Share Cars,DR
2028-09-25,The Rocks Bar and Pub ,175,0,1613,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-09-26,Apple Store ,47,0,1566,Expense,Leisure & Lifestyle,Electronics,DR
2028-09-26,F45 Training ,102,0,1464,Expense,Personal,Fitness & Wellbeing,DR
2028-09-26,JB HiFi,83,0,1381,Expense,Leisure & Lifestyle,Electronics,DR
2028-09-26,Acupuncture Clinic ,54,0,1327,Expense,Personal,Health & Medical,DR
2028-09-26,Upwork Freelancer Payment ,66,0,1261,Income,Income,Other Income,DR
2028-09-26, Metricon ,45,0,1216,Expense,Household,Maintenance & Improvements,DR
2028-09-27,OfficeMax ,33,0,1183,Expense,Personal,Life Admin,DR
2028-09-27,Endota Spa ,6,0,1177,Expense,Personal,Fitness & Wellbeing,DR
2028-09-28,Platypus Shoes ,51,0,1126,Expense,Personal,Clothing & Accessories,DR
2028-09-28,Supercheap Auto ,98,0,1028,Expense,Transport,"Car Insurance, Rego & Maintenance",DR
2028-10-01,Monthly Income,0,6542,7570,Income,Income,Wages,CR
2028-10-02,Quay Restaurant ,355,0,7215,Expense,Leisure & Lifestyle,Pubs & Bars,DR
2028-10-03,Airbnb Host Income ,168,0,7047,Income,Income,Other Income,DR
2028-10-03,F45 Training ,207,0,6840,Expense,Personal,Fitness & Wellbeing,DR
2028-10-04,Sea Kayak Tours ,372,0,6468,Expense,Leisure & Lifestyle,Holidays & Travel,DR
